basin_id,obs_start,obs_end,obs_duration_days,num_subperiods,obs_valid_hours,fault_count,fault_total_hours,fault_rate_pct,max_fault_hours,mean_fault_hours,median_fault_hours,p90_fault_hours,p95_fault_hours,p99_fault_hours,fault_lengths_hours
05476750,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,953,1927,1.274,96,2.02,1.0,2.0,3.0,24.48,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;48;2;1;48;1;1;2;1;1;1;2;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;24;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;3;3;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;4;2;3;1;1;1;1;1;1;1;3;2;1;1;1;1;1;48;1;1;2;1;1;1;3;1;1;1;1;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;4;1;1;1;1;3;1;1;1;1;2;1;24;1;1;1;2;1;1;1;2;2;48;48;1;1;96;24;1;1;1;1;1;1;1;1;1;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;16;23;18;23;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;25;8;23;1;23;1;1;23;23;23;1;1;1;1;1;1;1;1;1;23;21;12;1;2;2;3;5;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;3;2;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;5;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;1;1;2;1;1;1;2;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;4;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;2;2;1;1;1;1;1
05479000,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,610,1658,1.096,288,2.72,1.0,2.0,3.0,48.0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;48;2;1;1;1;1;1;1;1;1;1;1;24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;24;48;48;2;3;1;1;3;1;24;24;1;2;2;96;1;1;1;288;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;1;1;2;3;1;1;1;1;1;3;1;1;1;1;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;2;2;1;1;1;4;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;3;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;2;1;3;1;3;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;72;1;2;1;1;1;1;1;48;48;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;4;1;3;1;1;1;1;2;1;6;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;28;2;1;1;1;1;2;1;2;1;1;4;1;1;1;1;2;1;2;2;1;1;1;2;3;1;1;1;1;1;1;3;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;79;11;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;8;1;1;1;1;1
05480500,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,631,1878,1.242,72,2.98,1.0,3.0,7.5,48.0,1;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;2;72;1;4;7;1;1;1;2;1;1;1;1;1;1;1;24;72;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;72;1;2;1;1;1;1;1;1;1;1;48;24;24;24;1;1;2;1;1;1;1;24;48;1;72;2;1;1;1;3;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3;1;1;1;2;1;1;1;1;1;1;3;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;2;2;24;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;3;1;1;1;1;1;1;3;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;2;4;48;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;48;1;1;2;1;2;2;3;2;3;48;3;24;2;1;3;1;1;2;3;2;1;3;1;1;1;3;1;1;50;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;4;4;5;3;8;2;13;6;1;1;1;16;11;8;4;1;2;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;9;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;3;2;1;1;1;1;1;1;2;1;1;2;1;1;2;3;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;5;1;1;1;1;3;1;1;2;1;1;1;1;2;1;2;2;56;1;4;2;11;2;3;10;1;1;7;1;12;1;1;1;1;1;1;3;1;2;2;1;30;3;2;1;1;1;1;1;1;4;3;1;1;1;3;1;3;1;1;1
05481000,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,238,834,0.551,96,3.5,1.0,3.0,4.0,72.0,1;1;1;1;24;2;2;1;1;3;1;4;1;1;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;3;72;48;1;1;1;1;1;1;1;1;1;1;1;3;48;72;1;1;24;72;48;1;1;1;1;1;1;2;4;1;24;1;96;1;1;1;1;1;1;1;1;2;24;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;2;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;4;2;1;4;1;1;1;1;1;1;4;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3
05481300,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,782,1283,0.848,86,1.64,1.0,2.0,3.0,7.38,1;1;1;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;2;1;1;3;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;48;1;48;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;1;2;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;48;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;3;4;1;4;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;1;1;1;2;1;1;3;1;2;1;2;1;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;2;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;24;3;1;1;1;2;1;3;1;3;2;1;1;1;3;1;1;1;3;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;7;1;2;2;1;1;2;2;1;1;3;1;1;1;2;3;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;3;2;1;1;1;2;1;2;1;1;9;2;1;1;1;1;2;1;4;2;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;2;1;1;3;1;2;1;1;1;1;3;1;1;2;1;1;2;1;1;2;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;4;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;2;4;5;1;3;2;1;1;1;2;13;27;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;86
05482300,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,533,2098,1.387,384,3.94,1.0,2.0,4.0,48.0,1;2;3;2;1;2;2;2;48;1;1;144;1;2;1;2;1;2;1;1;1;1;1;1;1;10;1;1;3;1;3;1;1;2;1;1;2;1;2;2;4;1;2;1;2;2;1;1;3;2;1;2;1;2;3;2;1;1;1;48;1;1;1;1;2;48;1;2;2;1;1;2;1;1;2;1;1;1;2;1;1;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;24;192;1;384;1;1;1;1;1;1;1;1;2;48;1;1;48;1;1;1;1;1;1;1;1;1;216;2;1;2;1;2;1;1;48;1;1;2;4;1;48;1;1;1;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;3;1;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;1;4;1;1;1;1;2;1;1;3;1;2;1;2;1;1;1;1;2;2;1;1;1;1;5;1;5;1;1;1;1;1;1;1;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;1;1;18;2;2;3;1;1;1;1;1;2;6;4;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;1;3;1;4;3;1;1;6;2;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;13;1;1;1;1;1;1;1;1;1;1;3;3;3;4;1;1;1;1;1;1;1;3;6;1;1;1;1;1;1;1;1;1
05482500,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,448,3590,2.374,552,8.01,1.0,24.0,48.0,108.72,1;1;1;3;1;1;1;1;1;2;1;1;1;1;48;1;1;1;24;48;1;1;24;1;48;1;2;1;1;72;1;1;2;24;3;3;2;72;1;1;2;2;24;24;4;2;2;1;1;1;96;1;1;1;96;1;72;24;24;2;1;72;1;1;1;2;1;1;1;2;1;24;1;1;1;1;1;1;1;1;2;1;1;1;1;1;48;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;24;24;144;120;2;120;552;48;48;1;1;96;3;2;1;48;3;3;1;48;24;72;1;1;3;3;72;1;3;24;24;3;3;2;1;3;3;2;2;1;1;1;1;1;1;49;48;24;24;4;1;24;1;48;1;3;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;3;48;1;120;3;1;1;3;24;3;1;1;1;2;2;1;1;3;1;72;3;1;2;24;2;48;1;1;1;3;1;7;7;1;3;2;2;3;2;1;1;1;1;1;3;1;1;6;1;2;1;1;5;1;1;4;1;1;1;4;3;1;1;1;1;1;1;21;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;3;2;1;3;1;4;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;41;3;1;1;1;7;1;3;1;1;17;32;1;1;1;2;2;1;1;1;1;3;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;3;1;1;1;3;2;1;1;1
05483450,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,496,1136,0.751,72,2.29,1.0,2.0,3.0,48.0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;72;1;1;1;1;1;1;1;1;2;48;2;3;3;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;4;1;1;1;1;2;1;1;1;48;1;3;2;2;6;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;3;4;1;1;1;3;1;1;48;1;3;3;2;1;1;1;2;2;1;1;2;1;1;1;1;1;2;1;3;1;1;3;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;72;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;48;3;1;24;1;1;2;2;48;1;1;1;1;1;1;24;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;24;1;1;1;1;3;5;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;1;1;25;1;1;1;1;1;2;1;1;1;1;17;1;1;1;1;1;1;1;2;1;1;1;1;1;1;10
05483600,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,134,784,0.518,110,5.85,1.0,2.0,48.0,96.0,1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;96;96;48;1;24;2;2;1;1;1;1;48;1;48;1;2;1;1;1;1;1;1;2;1;1;1;24;1;48;1;1;96;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;110;1;1;1;2;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;1
05484000,2007-10-01T06:00:00,2024-12-31T23:00:00,6301.8,1,151242,348,1292,0.854,144,3.71,1.0,3.0,7.0,84.72,1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;2;2;3;1;2;1;1;1;1;1;1;1;1;1;120;3;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;4;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;120;72;1;96;2;144;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;24;2;1;1;1;1;1;1;1;1;2;72;48;1;1;2;1;1;1;1;1;4;1;3;3;4;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;3;1;1;2;1;1;1;3;1;1;2;2;1;2;1;11;1;1;1;33;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;1;1;1;11;7;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;9;6;15;11;10;9;1;7;3;2;1;1;1;55;1;1;1;1;1;1;1;1;1;1;1;1;1
